0	316116
0	240392
0	280094
0	335078
0	149477
0	119283
0	165383
0	345526
0	194891
0	156874
0	173476
0	83021
0	174077
0	143820
0	74030
0	344068
0	165239
0	295587
0	298263
0	330224
0	301601
0	64982
0	181005
0	181958
0	264237
0	260645
0	254421
0	346545
0	256569
0	143084
0	123372
0	113160
0	111456
0	167320
0	271064
0	169989
0	167321
0	234001
0	344347
0	276847
0	297642
0	346318
0	240391
0	237343
1	180554
1	140168
1	134782
1	271622
1	136462
1	146480
1	93166
1	338256
1	142433
1	134858
1	324400
1	98358
1	116618
1	106983
1	92270
1	123411
1	348235
1	268128
1	344506
1	55102
1	101401
1	302711
1	119958
1	190635
1	128900
1	95258
1	289049
1	147169
1	118385
1	178721
1	153976
1	153576
1	145189
1	127679
1	93706
1	160836
1	127025
1	148499
1	250193
1	283784
1	217787
1	71340
1	254596
1	146786
2	122635
2	240660
2	154647
2	240085
2	344547
2	273040
2	348306
2	121593
2	192959
2	185053
2	245661
2	194054
2	219014
2	298087
2	153799
2	203144
2	268408
2	346135
2	309131
2	290413
2	314401
2	327450
2	327451
2	303692
2	120864
2	73413
2	340804
2	170641
2	122637
2	345176
2	152116
2	133081
2	118407
2	344544
2	74388
2	206873
2	270064
2	347019
2	261600
2	346110
2	266337
2	180387
2	270716
2	329567
2	234397
2	265547
2	120788
2	226110
2	348497
2	152768
2	172831
2	191795
2	124241
2	342055
2	343276
2	345634
2	348383
2	314424
2	242820
2	346374
2	272272
2	227297
2	207558
2	211228
2	342062
2	343847
2	151161
2	153368
2	343277
2	165938
2	154043
2	289490
2	309971
2	155072
2	153433
2	270797
2	268154
2	151729
2	124559
2	107437
2	341973
2	123695
2	198989
2	120127
2	272565
2	268131
2	269122
2	344267
2	299503
2	219952
2	119337
2	268115
2	63114
2	266038
2	151723
2	272897
2	271260
2	271261
2	307078
2	340178
2	118709
2	270987
2	347741
2	305449
2	117818
2	178394
2	265482
2	265483
2	217953
2	124688
2	198286
2	221291
2	309478
2	345610
2	153755
2	295368
2	271750
2	200320
2	265745
2	225650
2	223671
2	274133
2	272033
2	202280
2	236945
2	336910
2	283329
2	244554
2	150185
2	272623
2	343645
2	81961
2	119960
2	81962
2	128081
2	344846
2	124220
2	136957
2	307773
2	277971
2	200505
2	272562
2	268705
2	270348
2	303606
2	210005
2	327212
2	205853
2	342200
2	271922
2	123212
2	123286
2	310663
2	233454
2	275398
2	136931
2	154610
2	192746
2	122556
2	150429
2	153100
2	267666
2	265924
2	178418
2	224583
3	122996
3	273361
3	345033
3	120413
3	265913
3	345035
3	348113
3	127259
3	347442
3	346696
3	278787
3	86978
4	177761
4	345883
4	217171
4	253693
4	223336
4	141019
4	128970
4	130987
4	129278
4	159144
4	295600
4	307815
4	214933
4	253187
4	253189
4	213098
4	337148
4	283807
4	337150
4	111680
4	232288
4	173339
4	281774
4	256567
4	212507
4	270935
4	292186
4	292187
4	270936
4	68580
4	272920
4	115123
4	127187
4	116310
4	293786
4	327668
4	178685
4	344346
4	306674
4	205786
4	253185
4	280569
4	248629
4	178688
5	158029
5	135415
5	220437
5	66890
5	218425
5	217894
5	347089
5	192023
5	105697
5	136009
5	145015
5	205921
5	330459
5	344565
5	343387
5	207415
5	154335
5	69727
5	136509
5	145822
5	134322
5	241822
5	328377
5	295119
5	191867
5	304410
5	104800
6	117998
6	319415
6	272260
6	324921
6	122922
6	152459
6	120102
6	313361
6	152953
6	80559
6	171365
6	151886
6	348277
6	119813
6	125515
6	154048
6	124552
6	270338
6	342797
7	112859
7	210170
7	135379
7	106886
7	84215
7	67163
7	125258
7	56979
7	229477
7	262336
7	163731
8	341889
8	120657
8	214718
8	268305
8	344533
8	273345
8	124842
8	348399
8	268456
8	273344
8	122431
8	343839
8	111989
8	268160
8	122896
8	347983
8	268162
8	342054
8	345993
8	197846
8	123672
8	347855
8	197847
8	268163
8	259856
8	343368
8	268461
8	272038
8	272074
8	124940
8	268306
8	154315
8	270478
8	120222
8	118081
8	268538
8	151005
8	120122
8	198916
8	198917
8	185092
8	270020
8	272826
8	111918
9	225323
9	266432
9	198682
9	158769
9	246582
9	194943
9	178555
9	59793
9	283102
9	244246
9	319651
9	80445
9	146148
9	139444
9	162364
9	124212
9	311884
9	344268
9	129712
10	112214
10	81212
10	158087
10	117111
10	117112
10	91856
10	145538
10	109777
10	140524
10	194827
10	291205
10	174784
10	277437
10	295210
10	274564
10	195548
10	94309
10	313378
10	240034
10	161372
10	124095
10	327012
10	76502
10	291208
10	95160
10	188070
10	99400
10	147008
10	328357
10	253333
10	347305
10	78552
10	71007
10	75261
10	342481
10	264171
10	128205
10	322781
10	266325
10	62523
10	270493
10	188519
10	111078
10	122433
10	99650
10	139245
10	149284
10	72894
10	257672
10	254976
10	68879
10	141144
10	213496
10	55846
10	321143
10	116399
10	297836
10	70730
10	54905
10	254404
10	193422
10	262505
10	110230
10	142340
10	251583
10	182734
10	66346
10	180252
10	327342
10	114387
10	77931
10	135064
10	251585
10	112808
10	108408
10	114705
10	155107
10	114706
10	197040
10	55847
10	249455
10	238348
10	335804
10	72487
11	194375
11	100317
11	293776
11	295535
11	128314
11	312425
11	78638
12	143749
12	312894
12	147066
12	77186
12	79361
12	89597
12	340379
12	326793
12	310410
12	115582
12	83320
12	126389
12	144798
12	193333
12	93540
12	61659
12	171021
12	57770
12	329955
12	126194
12	160642
12	338518
12	91348
12	236908
12	198973
12	70770
12	73906
12	147780
12	341434
12	83796
12	148487
12	136861
12	194742
12	328160
12	255489
12	215182
12	297479
12	242669
12	339820
12	280721
12	304627
12	80276
12	322099
12	319955
12	329926
12	156215
12	197864
12	303459
12	310471
12	325374
12	107758
12	249152
12	93670
12	303464
12	185623
12	95055
12	296300
12	244782
12	180493
12	240109
12	179323
12	337283
12	240186
12	207190
12	122292
12	225701
12	86438
12	291802
12	57845
12	305759
12	170695
12	183701
12	170144
12	172458
12	132322
12	171009
12	286848
13	279125
13	276477
13	221845
13	313603
13	216909
13	344267
13	315476
13	313820
13	254653
13	60068
13	97836
13	147822
13	127809
13	218002
13	92866
13	172017
13	122321
13	293525
13	322577
13	333950
13	203346
13	224221
13	278789
13	173337
13	231294
13	278174
13	238964
13	270559
13	333816
13	99373
13	217401
13	245649
13	238966
13	62114
13	330445
13	92859
13	86243
13	96549
13	185093
13	172813
13	96807
13	276838
13	68695
13	334588
14	303809
14	195561
14	273240
14	144375
14	184902
14	144377
14	140740
14	173410
14	108263
14	133495
14	87644
14	336128
14	235399
14	256230
14	258611
14	326130
14	282675
14	331893
14	319405
14	296592
14	142016
14	116545
14	221431
14	65860
14	138823
14	325689
14	161859
14	143978
14	217469
14	107795
14	191368
14	143953
14	111477
14	227656
14	194800
14	127428
15	257171
15	234249
15	56126
15	132884
15	188536
15	329434
15	315964
15	180513
15	68781
